age,edu,gender,housing,income,job_occupation,past_bad_credit,married,loan_amount,debt_to_income,credit_history_years,default_label
32,high_school,female,mortgage,,salary_worker,0,0,3951.67,0.39,,0
31,bachelor,female,mortgage,26441.52,self_employed,0,0,4466.25,0.29,,0
35,master,female,rent,26816.73,self_employed,0,0,7305.35,0.16,4.8,0
58,bachelor,female,rent,32604.93,self_employed,0,1,20652.75,0.35,9.0,0
50,high_school,male,mortgage,31002.76,self_employed,0,0,3984.22,0.33,0.0,0
70,bachelor,female,mortgage,46223.91,public_sector,0,1,5731.0,0.3,6.6,0
38,master,male,rent,8526.35,public_sector,1,0,13305.49,0.33,0.4,0
67,bachelor,male,mortgage,29381.18,salary_worker,1,1,19456.25,0.35,7.5,0
23,master,female,own,30313.09,salary_worker,0,0,10306.93,0.5,15.8,0
46,high_school,female,rent,21897.92,salary_worker,0,0,11751.4,0.23,11.1,0
60,high_school,female,mortgage,8788.47,salary_worker,0,1,4947.77,0.11,2.6,0
47,bachelor,male,mortgage,23683.92,salary_worker,0,1,3914.31,0.46,5.8,0
67,,female,mortgage,17681.03,public_sector,0,1,4314.76,0.49,3.9,0
36,phd,male,rent,51796.61,public_sector,0,0,5012.31,0.4,12.7,0
22,bachelor,female,own,28821.62,salary_worker,1,0,9173.57,0.14,0.0,0
59,high_school,female,mortgage,17018.08,retired,0,0,4143.1,0.32,5.7,0
24,high_school,female,mortgage,9665.42,salary_worker,0,0,9299.54,0.39,4.7,0
59,bachelor,female,own,31754.13,public_sector,0,1,6813.41,0.15,2.8,0
57,high_school,female,own,33298.48,self_employed,0,0,5946.84,0.2,14.1,0
63,bachelor,male,rent,22090.44,public_sector,1,0,13184.15,0.31,1.2,0
44,high_school,female,own,31941.26,salary_worker,0,1,4781.61,0.55,,0
65,high_school,male,mortgage,20811.86,salary_worker,0,1,17847.83,0.38,13.9,0
29,bachelor,male,rent,39349.83,salary_worker,0,0,12796.97,0.24,7.1,0
42,high_school,male,rent,38051.97,public_sector,0,0,4700.59,0.3,6.8,0
27,bachelor,male,own,11643.27,retired,0,0,15697.08,0.22,5.0,0
59,bachelor,female,own,,self_employed,0,1,4404.89,0.27,7.5,0
56,bachelor,male,own,60722.94,public_sector,0,1,16501.29,0.47,5.8,0
61,bachelor,female,rent,,salary_worker,0,0,9731.41,0.01,4.6,0
59,bachelor,male,mortgage,13793.17,public_sector,0,0,3399.84,0.58,1.9,0
36,master,female,rent,12008.01,public_sector,0,1,3974.05,0.73,7.7,0
24,high_school,male,own,26728.81,salary_worker,0,0,6485.11,0.37,5.1,0
67,high_school,male,own,14558.9,self_employed,0,1,13059.72,0.19,5.6,0
45,bachelor,male,own,21109.57,salary_worker,0,1,7376.99,0.55,10.1,0
25,bachelor,female,own,23830.57,salary_worker,0,0,7276.52,0.39,5.5,0
67,bachelor,male,mortgage,23372.2,salary_worker,0,1,8284.1,0.25,7.1,1
70,bachelor,male,own,40414.43,,0,1,2704.59,0.17,14.2,0
43,master,male,own,55583.42,public_sector,0,1,12750.48,0.27,9.0,0
59,high_school,female,own,19623.58,salary_worker,1,1,16929.48,0.37,5.3,0
22,bachelor,female,own,14635.47,retired,0,0,12508.31,0.5,3.1,0
25,high_school,female,own,28997.96,public_sector,0,0,6419.42,0.39,7.0,0
34,high_school,male,own,,self_employed,0,0,4980.21,0.42,,0
53,bachelor,female,own,20303.59,student,0,1,4469.07,0.28,,0
27,bachelor,male,rent,35691.27,retired,0,0,4344.96,0.49,7.3,0
22,high_school,male,mortgage,16702.09,salary_worker,0,0,28155.83,0.3,5.0,0
54,master,male,rent,24577.14,student,1,1,7759.3,0.67,5.9,0
59,master,male,mortgage,14430.88,salary_worker,0,1,13327.4,0.22,2.4,0
57,bachelor,male,own,24461.96,salary_worker,0,1,12929.94,0.41,8.3,0
60,phd,male,rent,23100.17,salary_worker,1,0,8764.25,0.73,7.8,0
61,bachelor,female,mortgage,32005.25,public_sector,0,0,4854.15,0.53,13.2,0
51,master,male,own,54183.28,student,0,1,10778.21,0.47,7.7,0
46,high_school,male,mortgage,20434.85,salary_worker,0,0,4467.62,0.39,4.4,1
63,high_school,female,mortgage,9898.34,self_employed,0,0,11285.43,0.35,13.0,0
38,high_school,male,mortgage,22226.78,salary_worker,1,0,4581.21,0.31,8.7,0
25,high_school,male,own,27852.92,retired,0,0,6374.83,0.24,8.0,0
58,bachelor,male,mortgage,26658.28,salary_worker,0,1,6368.96,0.06,7.2,0
34,high_school,male,own,22678.21,self_employed,0,0,17490.68,0.46,7.8,0
69,bachelor,male,mortgage,47546.89,self_employed,0,1,2124.41,0.06,3.8,0
41,high_school,female,rent,25881.83,salary_worker,0,0,29200.24,0.46,6.9,0
63,high_school,female,mortgage,23221.68,student,0,1,5201.76,0.28,6.3,0
23,phd,female,mortgage,17154.78,student,1,0,7571.53,0.17,8.6,0
53,bachelor,male,rent,11092.01,self_employed,0,1,10171.23,0.59,11.7,0
43,master,female,mortgage,28230.39,public_sector,0,0,9702.98,0.08,11.1,0
44,bachelor,male,mortgage,,retired,0,1,12887.29,0.22,9.3,0
34,high_school,male,mortgage,15112.86,salary_worker,0,1,11335.62,0.24,0.3,0
69,bachelor,male,rent,23861.76,salary_worker,0,0,24843.4,0.37,5.5,0
40,bachelor,female,own,22817.13,public_sector,0,0,12117.16,0.23,0.0,0
63,high_school,female,mortgage,18379.2,self_employed,0,1,19909.55,0.6,11.5,0
42,master,female,rent,17034.74,public_sector,0,1,5978.01,0.09,6.7,0
23,bachelor,female,mortgage,29210.59,self_employed,1,0,5893.65,1.08,6.6,1
64,bachelor,female,mortgage,21990.92,public_sector,1,1,16502.78,0.15,4.5,0
30,bachelor,female,rent,18658.42,salary_worker,0,0,21276.56,0.87,12.3,0
34,bachelor,female,mortgage,16518.69,salary_worker,0,0,14076.41,0.54,7.6,0
64,high_school,male,rent,22959.95,salary_worker,0,1,1421.64,0.32,6.8,0
65,phd,female,mortgage,36901.87,salary_worker,0,1,2354.46,0.38,7.7,0
66,high_school,female,mortgage,26715.2,public_sector,0,1,8069.45,0.27,8.0,1
42,high_school,male,own,21879.27,public_sector,0,0,7393.22,0.4,6.7,0
58,high_school,male,own,27968.12,salary_worker,0,0,8192.3,0.21,12.3,0
37,bachelor,male,own,44980.0,self_employed,0,0,16130.36,0.47,12.2,0
58,phd,male,own,30354.08,salary_worker,0,1,15694.09,0.37,7.6,0
46,master,female,mortgage,27366.92,self_employed,1,0,8921.35,0.16,4.1,0
23,bachelor,male,rent,32446.19,student,0,0,3504.72,0.42,8.5,0
41,phd,male,own,22672.18,salary_worker,0,1,4121.36,0.41,4.8,0
44,bachelor,male,rent,26445.22,public_sector,0,0,8409.24,0.21,12.9,0
33,high_school,male,mortgage,19535.14,salary_worker,0,0,10190.92,0.26,13.5,0
39,bachelor,female,mortgage,12115.62,salary_worker,1,0,4148.41,0.43,10.1,0
46,high_school,male,rent,28403.74,public_sector,0,1,11652.63,0.54,2.6,0
23,high_school,male,rent,,public_sector,0,0,3090.82,0.31,5.4,0
28,high_school,male,rent,21386.8,self_employed,0,0,1872.93,0.51,6.4,0
59,high_school,female,rent,38797.83,retired,0,1,5007.44,0.55,3.9,0
38,phd,female,own,17593.39,public_sector,0,0,17243.4,0.57,6.0,0
51,phd,female,mortgage,10969.53,self_employed,1,0,18718.3,0.42,8.2,0
49,high_school,female,own,17788.33,salary_worker,0,0,3370.39,0.18,9.3,0
48,bachelor,female,rent,12168.15,salary_worker,0,1,3515.13,0.5,12.4,0
41,high_school,male,own,28342.46,self_employed,0,1,12314.27,0.31,7.1,0
45,high_school,female,mortgage,17353.77,public_sector,1,0,6358.96,0.43,6.0,0
62,high_school,female,own,37915.31,salary_worker,0,1,17180.08,0.23,2.1,0
69,high_school,female,rent,37560.55,salary_worker,0,1,12204.54,0.23,8.6,0
33,high_school,male,mortgage,16054.78,salary_worker,0,0,13413.49,0.21,5.4,1
54,high_school,male,rent,16921.7,salary_worker,0,1,5156.26,0.1,6.4,0
69,high_school,male,mortgage,30961.44,self_employed,0,1,10343.32,0.23,5.0,0
21,high_school,male,mortgage,37832.66,,0,0,24563.36,0.15,5.1,0
60,master,male,mortgage,9841.08,public_sector,0,0,8762.5,0.44,10.1,0
45,high_school,male,rent,27632.61,student,0,0,7904.99,0.15,7.0,0
69,high_school,male,rent,9055.11,public_sector,0,0,6376.46,0.22,13.5,1
49,bachelor,female,mortgage,19018.51,salary_worker,0,1,3357.44,0.34,2.8,0
62,high_school,male,own,39820.84,,0,1,4427.45,0.67,12.2,0
29,bachelor,female,own,94315.1,public_sector,0,0,4961.67,0.22,5.3,0
28,high_school,male,own,21862.53,public_sector,1,0,3280.12,0.09,7.0,0
67,bachelor,female,rent,13888.24,self_employed,0,1,3467.14,0.1,9.2,0
47,bachelor,female,own,19320.63,self_employed,0,0,2108.01,0.19,11.3,0
48,bachelor,female,mortgage,25077.63,salary_worker,0,0,5269.12,0.22,11.5,0
29,bachelor,male,mortgage,18004.76,salary_worker,0,0,11747.39,0.75,11.4,0
32,bachelor,male,own,16055.86,salary_worker,0,0,6808.41,0.51,6.4,0
61,high_school,female,mortgage,20088.8,salary_worker,0,1,6825.41,0.28,14.5,0
36,high_school,male,mortgage,29085.93,retired,0,0,12353.91,0.67,9.7,0
50,bachelor,female,rent,22556.22,salary_worker,0,1,20515.39,0.23,0.0,0
36,high_school,male,mortgage,16371.2,salary_worker,0,0,28291.92,0.27,,0
34,high_school,female,rent,18006.21,public_sector,0,1,8773.41,0.26,5.8,0
29,bachelor,female,rent,20206.58,retired,0,0,6939.67,0.52,6.1,0
67,high_school,male,own,,self_employed,0,0,6456.27,0.33,9.9,0
68,high_school,male,rent,17708.23,salary_worker,1,1,11216.72,0.61,8.6,0
26,bachelor,male,rent,32520.83,salary_worker,0,0,7435.58,0.42,4.6,0
38,high_school,male,own,21946.34,public_sector,0,0,7450.22,0.5,13.4,0
49,master,male,rent,11058.24,public_sector,0,1,7726.74,0.01,2.2,0
40,master,female,own,38608.47,salary_worker,0,0,4826.25,0.03,1.9,0
57,phd,female,rent,29363.98,retired,0,1,2246.87,0.04,3.0,0
34,bachelor,male,mortgage,13063.67,public_sector,1,1,5607.83,0.26,9.1,1
23,high_school,female,mortgage,20652.25,public_sector,1,0,18062.87,0.06,8.8,0
37,bachelor,male,rent,17044.03,salary_worker,0,0,17601.9,0.56,4.1,0
50,bachelor,female,mortgage,33011.38,retired,0,0,13587.16,0.3,5.0,0
30,bachelor,male,rent,20594.03,self_employed,0,0,6176.14,0.45,7.3,0
61,high_school,female,rent,23558.74,salary_worker,0,0,5245.98,0.25,3.1,1
21,high_school,male,own,22356.28,salary_worker,0,0,19801.8,0.49,10.5,0
24,high_school,male,rent,12505.7,salary_worker,1,0,4466.13,0.01,13.6,0
46,high_school,female,rent,45817.82,salary_worker,0,0,8280.58,0.33,6.6,0
46,high_school,female,mortgage,32795.56,salary_worker,0,0,20521.36,0.43,8.7,1
35,master,female,mortgage,17390.47,salary_worker,1,0,8674.74,0.45,7.8,0
33,high_school,female,mortgage,26538.13,self_employed,0,0,6895.24,0.28,,0
24,bachelor,female,mortgage,37735.37,public_sector,0,0,15335.28,0.03,15.1,0
54,phd,male,own,24961.34,public_sector,0,1,8430.46,0.52,5.9,0
39,high_school,female,rent,49047.25,self_employed,0,0,9026.27,0.27,7.5,0
26,bachelor,female,rent,90493.46,salary_worker,0,0,18640.5,0.29,10.8,0
40,bachelor,female,own,22999.9,salary_worker,0,0,1998.78,0.74,8.7,0
67,high_school,female,mortgage,18729.62,public_sector,0,0,9871.05,0.36,3.7,0
34,bachelor,female,rent,15595.94,public_sector,0,0,5316.25,0.25,0.1,0
65,master,male,rent,8990.21,salary_worker,0,0,7230.24,0.24,5.0,1
33,bachelor,male,own,42687.66,retired,0,0,8622.46,0.46,8.7,0
30,master,male,mortgage,20763.0,public_sector,0,1,5588.64,0.19,5.8,0
34,,female,own,36095.02,retired,1,0,9188.31,0.43,3.1,0
37,high_school,male,mortgage,39513.73,public_sector,1,0,10016.12,0.54,5.0,0
27,bachelor,male,own,14966.41,salary_worker,0,0,9062.5,0.32,,0
50,bachelor,male,own,16012.64,retired,0,0,8615.15,0.52,2.8,0
37,bachelor,male,own,53375.61,retired,1,0,7595.56,0.33,6.1,0
56,bachelor,female,mortgage,23587.46,public_sector,0,1,7678.17,0.22,5.3,0
45,bachelor,male,mortgage,18085.59,,0,0,8464.75,0.04,15.2,0
43,master,male,own,15209.45,retired,0,1,4825.51,,1.5,0
44,high_school,male,rent,22841.74,public_sector,0,1,16294.19,0.39,4.2,0
28,bachelor,male,rent,,salary_worker,0,0,7707.03,0.52,7.6,0
56,high_school,male,rent,33138.37,self_employed,0,0,6490.81,0.5,8.0,0
26,bachelor,female,rent,26417.79,self_employed,0,1,10074.01,0.71,11.8,0
57,bachelor,male,rent,49753.42,public_sector,0,1,7607.73,0.24,11.4,0
70,master,male,mortgage,45619.88,self_employed,0,0,16049.67,0.4,4.5,0
59,bachelor,male,mortgage,28292.58,self_employed,0,1,13254.28,0.22,8.6,0
43,bachelor,male,mortgage,84902.08,student,0,0,8528.06,0.51,6.7,0
36,high_school,female,mortgage,21778.09,salary_worker,0,0,13580.68,0.17,5.5,0
64,high_school,female,mortgage,39899.25,salary_worker,0,1,9222.46,0.5,11.4,0
33,high_school,female,mortgage,20397.17,public_sector,0,0,4295.14,0.21,8.4,0
45,master,male,rent,36544.35,salary_worker,0,0,13219.22,0.48,13.7,0
59,high_school,male,rent,21768.64,salary_worker,0,0,2849.09,0.56,9.3,0
67,phd,male,rent,29959.92,self_employed,1,0,3849.13,0.06,11.1,0
67,high_school,male,mortgage,71364.88,student,0,1,11895.29,0.1,0.0,0
25,bachelor,male,rent,37359.16,salary_worker,0,0,10341.9,0.38,7.7,0
65,bachelor,female,own,30169.25,salary_worker,1,1,9968.78,0.36,9.1,0
26,bachelor,male,own,17177.98,self_employed,1,0,17400.53,0.29,9.5,0
50,bachelor,male,own,26494.78,public_sector,0,0,7993.68,0.25,13.5,0
67,bachelor,male,own,15465.99,salary_worker,0,1,6581.13,0.19,9.8,0
53,master,male,mortgage,36284.26,salary_worker,0,1,12558.49,,,0
68,bachelor,male,own,35876.76,public_sector,0,1,5472.08,0.17,9.5,0
38,high_school,female,mortgage,22452.65,student,0,0,7108.45,0.41,10.7,0
36,high_school,male,rent,51461.51,salary_worker,0,0,9310.66,0.24,4.9,0
37,bachelor,male,mortgage,48305.62,self_employed,1,0,9729.31,0.26,5.7,1
38,bachelor,female,own,26038.75,public_sector,0,0,6746.89,,10.5,0
55,bachelor,female,rent,31397.39,salary_worker,0,1,6187.19,0.51,7.4,0
43,bachelor,female,mortgage,18679.73,public_sector,1,1,4376.68,0.16,11.8,0
57,high_school,female,mortgage,21536.81,salary_worker,0,1,5255.62,0.18,8.1,0
41,master,male,mortgage,14986.37,salary_worker,0,0,22037.45,0.48,0.0,0
36,bachelor,female,mortgage,19628.71,salary_worker,0,0,7001.87,0.08,7.6,0
30,bachelor,female,own,23225.94,,0,1,8991.98,0.6,5.8,0
48,bachelor,male,rent,11531.47,public_sector,0,0,3568.13,0.36,9.9,0
65,master,female,rent,31557.49,public_sector,0,0,33182.11,0.24,9.1,0
63,bachelor,male,mortgage,38559.5,public_sector,0,0,5045.21,0.34,3.6,0
33,phd,female,mortgage,24256.43,public_sector,0,1,20770.94,0.58,8.2,0
44,high_school,female,mortgage,7231.78,salary_worker,0,1,7834.95,0.01,9.5,0
56,,male,mortgage,21723.57,retired,0,1,4959.88,0.52,9.2,0
51,bachelor,male,own,13003.53,retired,0,1,9904.45,0.56,11.3,0
24,bachelor,male,rent,18502.69,salary_worker,0,1,3528.39,0.28,3.3,0
50,high_school,male,rent,46787.5,public_sector,0,1,15144.26,0.33,6.8,0
22,bachelor,female,own,8139.53,public_sector,0,0,13587.73,0.36,0.0,0
26,high_school,male,mortgage,16858.95,self_employed,0,0,7591.05,0.47,12.1,0
53,master,female,rent,35358.93,salary_worker,0,1,3259.94,0.21,7.9,0
26,high_school,male,mortgage,17749.87,salary_worker,0,0,5183.63,,7.1,0
37,high_school,female,mortgage,17149.19,student,0,0,8386.59,0.32,7.0,0
50,bachelor,male,rent,60753.67,public_sector,1,0,4163.95,0.46,9.4,0
53,high_school,female,mortgage,28861.8,public_sector,0,0,4553.71,0.82,11.7,0
43,high_school,female,own,37065.28,retired,0,0,14430.72,0.21,6.3,0
25,bachelor,female,mortgage,30412.27,salary_worker,0,1,8823.77,0.35,9.1,0
60,bachelor,male,own,26180.33,student,0,0,8671.8,0.2,9.1,0
68,high_school,female,own,42993.8,self_employed,0,1,10830.3,0.25,0.0,0
65,bachelor,male,rent,57377.41,public_sector,0,0,7404.9,0.15,4.7,0
58,bachelor,female,own,11411.96,salary_worker,1,1,7842.18,0.06,9.2,0
41,master,male,mortgage,23959.19,salary_worker,0,0,10412.81,0.55,12.4,0
64,high_school,female,mortgage,23874.36,salary_worker,0,0,49629.45,0.4,12.9,0
45,high_school,male,mortgage,20066.87,salary_worker,0,1,10656.83,0.36,2.6,1
27,phd,female,rent,37853.45,salary_worker,1,0,18091.79,0.18,11.5,0
63,bachelor,female,mortgage,27326.15,salary_worker,0,0,8213.6,0.33,11.6,0
37,high_school,female,rent,57899.43,public_sector,0,0,3862.44,0.13,9.2,0
67,master,female,rent,39939.45,retired,0,0,14743.37,0.34,0.0,1
39,high_school,female,mortgage,,,0,0,7081.23,0.4,5.4,0
64,master,female,mortgage,14191.18,salary_worker,0,1,5309.33,0.24,7.9,0
47,bachelor,male,mortgage,16937.09,self_employed,0,1,11989.57,0.2,6.6,0
44,phd,male,mortgage,17576.87,public_sector,1,0,9936.05,0.25,0.0,0
35,phd,female,rent,44152.44,self_employed,0,0,4010.57,0.49,6.5,0
62,high_school,female,rent,15752.76,student,1,1,11717.59,0.38,3.8,0
24,master,female,rent,15961.42,salary_worker,0,0,22717.12,0.05,9.9,0
44,high_school,female,own,14696.87,self_employed,0,0,9681.67,0.47,9.4,0
39,bachelor,female,own,84024.38,retired,0,0,7038.14,0.44,9.6,0
48,bachelor,female,rent,22833.77,self_employed,0,0,3235.41,0.37,6.0,0
33,high_school,female,own,30898.09,self_employed,0,0,25038.5,0.64,7.6,0
54,high_school,male,own,14570.03,retired,0,1,6097.73,0.34,7.2,0
40,high_school,male,mortgage,37483.88,salary_worker,0,0,3735.39,0.42,11.2,0
30,high_school,male,own,10958.27,,0,0,8612.46,0.42,5.4,1
30,high_school,female,rent,15669.14,salary_worker,0,0,14108.56,0.5,4.5,0
55,master,male,mortgage,,public_sector,0,1,15990.55,0.3,11.3,0
34,bachelor,female,mortgage,26862.65,retired,0,0,5598.64,0.22,10.8,0
36,master,female,rent,17036.49,salary_worker,0,0,7675.67,0.52,9.4,0
52,master,male,rent,48329.58,salary_worker,0,0,8104.92,0.51,13.8,0
37,bachelor,female,mortgage,30529.55,self_employed,0,0,13864.78,0.57,15.9,0
40,high_school,female,mortgage,17848.57,salary_worker,0,0,11226.8,0.41,12.4,0
33,master,male,rent,38136.52,retired,0,0,9403.56,0.04,4.5,0
38,bachelor,male,own,20394.53,salary_worker,0,0,64462.78,0.37,10.8,0
55,bachelor,male,own,18663.1,retired,0,1,3830.93,0.35,7.9,0
47,master,female,rent,36428.88,public_sector,1,0,10213.66,0.56,5.3,0
70,bachelor,female,rent,8072.58,salary_worker,0,1,9153.38,0.53,4.5,0
59,bachelor,male,mortgage,33882.97,public_sector,0,1,7883.26,0.45,8.6,0
21,master,female,own,17660.88,public_sector,0,0,7063.38,0.01,10.8,0
39,bachelor,female,rent,17648.86,salary_worker,1,0,8723.56,0.19,13.0,1
35,master,female,mortgage,58756.77,salary_worker,0,0,5921.8,0.27,10.2,0
50,high_school,male,own,19167.17,public_sector,1,1,36315.88,0.28,9.8,0
34,high_school,male,own,37427.52,public_sector,0,0,17110.3,0.37,6.7,0
69,bachelor,female,rent,27602.46,public_sector,0,0,14781.04,0.61,8.4,0
35,high_school,male,rent,28921.66,salary_worker,0,1,6055.23,0.48,1.5,0
47,phd,female,rent,21747.54,,0,0,4786.45,0.17,9.8,0
27,high_school,male,mortgage,21242.9,public_sector,0,0,7211.46,0.19,9.2,0
66,bachelor,female,own,48416.44,salary_worker,1,0,8628.17,0.17,15.2,0
66,high_school,female,mortgage,37001.25,salary_worker,1,0,3653.3,0.32,7.3,0
60,phd,female,rent,19441.08,salary_worker,1,0,10551.12,0.48,12.3,0
38,high_school,male,mortgage,15204.64,public_sector,0,0,14693.82,0.51,5.6,0
23,high_school,male,own,18713.24,salary_worker,0,0,2369.37,0.27,14.3,0
56,high_school,male,mortgage,37860.85,retired,0,0,4938.4,0.33,13.3,0
42,bachelor,female,own,41374.14,salary_worker,0,0,15919.64,0.64,12.0,0
70,phd,female,own,31248.44,public_sector,0,0,9953.51,0.07,7.7,0
55,phd,female,rent,11759.93,salary_worker,0,0,5031.75,0.45,6.6,0
47,high_school,female,rent,34173.32,public_sector,0,0,12142.28,0.44,6.0,0
70,bachelor,female,mortgage,43765.9,self_employed,0,1,5844.07,0.29,3.6,0
61,high_school,male,rent,26320.42,public_sector,0,1,7116.23,0.34,9.4,0
43,bachelor,male,rent,59332.43,student,0,0,4331.28,0.42,6.5,0
21,bachelor,male,mortgage,13434.26,salary_worker,0,0,8178.82,0.29,9.0,0
25,high_school,female,rent,33128.97,salary_worker,0,1,14185.91,0.23,8.2,0
43,bachelor,female,own,15381.19,salary_worker,0,0,6231.5,0.21,3.2,0
49,master,male,mortgage,39196.54,self_employed,0,0,11556.48,0.68,11.7,0
22,high_school,female,mortgage,32073.56,public_sector,0,0,7883.68,0.26,7.9,0
27,high_school,male,rent,54754.24,salary_worker,0,0,14668.45,0.38,10.9,0
56,high_school,male,own,30481.31,public_sector,0,0,6281.28,0.48,2.8,0
58,high_school,female,own,20296.37,salary_worker,0,1,19058.36,0.3,4.4,1
22,high_school,female,own,19516.56,student,0,0,11788.43,0.35,5.9,0
46,bachelor,male,mortgage,21751.11,salary_worker,0,0,9266.93,0.43,8.5,0
25,high_school,male,mortgage,19344.71,student,1,1,9454.81,0.19,7.1,0
57,bachelor,male,rent,44631.67,self_employed,0,1,6274.55,0.06,,0
62,master,male,rent,,,0,0,6056.36,0.21,11.6,0
64,master,male,mortgage,12413.56,self_employed,1,0,9360.05,0.65,4.6,0
50,bachelor,female,own,24766.87,salary_worker,0,1,4191.01,0.24,19.3,0
52,high_school,male,mortgage,25037.28,public_sector,0,0,5820.08,0.36,7.2,0
67,high_school,male,rent,17127.1,self_employed,0,0,4839.22,0.1,12.7,0
51,high_school,female,rent,29649.85,salary_worker,0,0,11097.79,0.58,6.4,0
43,,female,mortgage,46975.57,self_employed,0,0,11191.0,0.29,10.0,0
58,phd,male,mortgage,36363.25,retired,0,0,16273.65,0.26,11.3,1
50,high_school,male,rent,44630.86,public_sector,0,0,6740.85,0.32,1.5,0
63,high_school,female,mortgage,17618.23,salary_worker,0,1,5196.43,0.79,14.5,0
47,bachelor,male,own,24746.23,public_sector,1,0,3611.53,0.42,4.4,0
64,high_school,male,rent,17248.12,salary_worker,0,0,9405.24,0.31,6.1,0
23,phd,male,own,27112.32,,1,0,17469.94,0.01,5.1,0
22,high_school,female,rent,28233.17,salary_worker,0,0,7777.29,0.58,5.2,0
25,high_school,female,mortgage,37493.66,salary_worker,0,0,8222.64,0.21,5.4,0
48,bachelor,female,rent,43961.58,public_sector,0,1,8075.44,0.19,2.7,0
56,high_school,male,own,33191.19,salary_worker,0,1,9318.02,0.2,10.5,0
31,high_school,male,rent,16529.86,salary_worker,0,0,14021.92,,8.0,0
28,master,female,mortgage,13246.95,salary_worker,0,0,23284.75,0.33,6.9,1
64,high_school,male,mortgage,30761.19,retired,0,0,10658.02,0.07,11.6,1
58,bachelor,female,own,,self_employed,0,1,11051.8,0.3,14.6,0
53,high_school,male,own,24072.94,self_employed,0,0,7103.94,0.19,1.3,0
45,high_school,female,mortgage,12242.55,public_sector,0,1,7636.57,0.4,14.0,0
42,,male,rent,62201.86,salary_worker,0,0,7580.09,0.27,7.4,0
22,high_school,male,mortgage,30340.3,retired,0,0,6625.09,0.06,2.1,1
30,high_school,male,own,26291.83,salary_worker,0,0,8691.83,0.33,9.2,0
65,,female,mortgage,14391.79,salary_worker,0,0,11426.39,0.33,7.0,0
37,master,female,rent,24521.3,salary_worker,0,0,8391.35,0.11,10.9,0
56,bachelor,female,rent,33159.94,salary_worker,1,1,6944.56,0.01,8.1,0
56,phd,male,rent,30526.77,salary_worker,0,0,8684.54,0.39,8.9,0
36,bachelor,female,rent,17926.78,public_sector,0,0,4779.44,0.29,5.8,0
31,bachelor,male,rent,23725.85,salary_worker,1,0,12604.85,0.3,3.4,0
55,bachelor,male,mortgage,18449.58,,0,0,6455.98,0.47,10.5,0
25,high_school,female,rent,51476.09,public_sector,0,0,4293.11,0.01,5.4,0
45,high_school,female,rent,36413.44,public_sector,0,0,10445.85,0.35,9.1,0
65,bachelor,female,rent,19226.59,retired,0,1,10734.96,0.46,13.4,0
56,master,male,own,14388.56,salary_worker,0,1,5049.46,0.31,6.9,0
59,bachelor,male,own,27584.71,retired,1,0,11418.19,0.09,10.3,0
25,high_school,female,rent,19501.22,public_sector,0,0,11483.25,0.22,7.4,0
30,phd,male,mortgage,20166.18,,0,0,24009.01,0.26,6.0,0
34,high_school,female,mortgage,14605.5,salary_worker,0,0,7120.52,0.06,,0
35,phd,female,rent,15442.3,salary_worker,0,0,7864.33,0.41,7.3,0
30,master,male,mortgage,26191.8,salary_worker,1,1,5803.76,0.34,6.8,0
69,master,male,own,21588.26,public_sector,1,0,10630.91,0.22,4.0,0
29,master,female,own,74864.23,public_sector,0,0,8082.59,0.52,,0
56,,male,mortgage,31806.12,salary_worker,0,1,13951.76,0.25,0.8,0
50,bachelor,male,mortgage,14497.58,salary_worker,0,1,6382.58,0.61,14.6,0
51,bachelor,male,own,12197.22,retired,0,1,10504.1,0.29,7.7,0
31,bachelor,male,own,29119.9,self_employed,0,0,7109.49,0.17,1.8,0
36,high_school,female,rent,20361.68,self_employed,0,1,2941.39,0.17,5.1,0
51,high_school,female,own,44318.78,student,0,1,11446.31,0.36,7.5,1
35,high_school,male,mortgage,27635.01,salary_worker,0,1,3098.19,0.15,9.3,0
55,bachelor,male,rent,9975.29,self_employed,0,0,7422.59,,6.6,0
22,bachelor,female,mortgage,15386.7,public_sector,1,0,7486.62,0.27,15.6,0
24,master,female,mortgage,17963.96,salary_worker,0,0,8065.87,0.26,15.8,0
57,master,female,rent,29700.42,salary_worker,0,1,8316.7,0.33,9.0,0
51,bachelor,male,mortgage,15157.66,retired,0,0,8271.8,0.52,6.0,0
23,high_school,female,mortgage,26075.93,,0,0,9894.06,0.24,9.0,0
65,bachelor,female,rent,13342.81,salary_worker,0,0,7632.71,0.37,2.2,0
21,high_school,female,own,24410.86,salary_worker,0,0,34153.95,0.42,11.5,0
68,high_school,male,mortgage,28753.41,public_sector,0,1,6712.21,0.12,8.2,0
57,high_school,male,mortgage,46989.51,salary_worker,0,1,4136.33,0.43,2.7,0
70,high_school,female,rent,27187.4,,1,0,3731.23,0.49,,0
68,high_school,female,mortgage,16856.12,salary_worker,0,0,11638.12,0.51,9.8,0
36,bachelor,female,mortgage,,salary_worker,0,0,3376.52,0.14,0.8,0
58,high_school,male,mortgage,22416.89,public_sector,0,1,4165.7,0.15,3.9,0
31,high_school,male,rent,,retired,0,0,3848.48,0.33,5.6,0
44,high_school,male,own,18475.43,salary_worker,0,0,10419.44,0.32,11.4,0
33,bachelor,male,mortgage,25358.02,public_sector,0,1,16846.35,0.34,14.4,0
45,bachelor,female,rent,16973.85,,0,1,4821.45,0.28,9.0,0
